Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
10678,Inside,Single Family,Hip,PConc,1683,GasA,Y,9,1,Attchd,NA,2007,285000,1
15623,Corner,Single Family,Hip,PConc,2396,GasA,Y,10,2,Attchd,MnPrv,2007,745000,7
35133,Inside,Single Family,Hip,CBlock,1572,GasA,Y,5,2,2Types,NA,2007,186700,8
32463,Inside,Condo,Gable,CBlock,1249,GasA,Y,7,1,2Types,NA,2007,168000,5
2645,Inside,Townhouse,Gable,PConc,776,GasA,Y,5,0,Detchd,NA,2007,174000,8
9600,Inside,Single Family,Gambrel,PConc,702,GasA,Y,6,0,Detchd,GdWo,2007,125000,1
7094,Inside,Single Family,Gable,CBlock,894,GasA,Y,5,0,Detchd,MnPrv,2007,125000,4
10496,Inside,Single Family,Gable,CBlock,1040,GasA,Y,7,1,Attchd,GdWo,2007,143000,6
10482,Inside,Single Family,Hip,CBlock,588,GasA,Y,6,0,Attchd,MnWw,2007,145000,3
18890,Inside,Duplex,Shed,CBlock,1361,GasA,Y,12,1,BuiltIn,NA,2007,190000,6
9842,FR2,Duplex,Gable,Slab,0,GasA,Y,6,0,CarPort,NA,2007,101800,3
9037,Inside,Single Family,Hip,PConc,1476,GasA,Y,6,1,Attchd,NA,2007,265900,5
9849,Inside,Single Family,Hip,PConc,1689,GasA,Y,7,0,Attchd,NA,2007,248328,7
12090,Inside,Single Family,Hip,CBlock,585,GasA,Y,7,1,BuiltIn,NA,2007,178000,2
7200,Inside,Single Family,Gable,CBlock,876,GasA,Y,6,0,Attchd,NA,2007,119000,2
17542,Inside,Single Family,Gable,CBlock,1192,GasA,Y,9,2,Attchd,MnPrv,2007,294000,1
6240,Inside,Single Family,Gable,BrkTil,884,GasA,Y,6,1,Detchd,NA,2007,127500,4
13515,Inside,Single Family,Gambrel,PConc,764,GasA,Y,8,1,Detchd,GdPrv,2007,180500,2
10120,Inside,Condo,Hip,CBlock,925,GasA,N,9,1,Detchd,MnPrv,2007,122000,7
11344,Inside,Single Family,Gable,CBlock,874,GasW,Y,7,0,Attchd,GdWo,2007,144000,9
5362,Corner,Single Family,Gable,PConc,661,GasA,Y,8,1,Detchd,NA,2007,139000,2
11345,Corner,Duplex,Gable,CBlock,928,GasA,Y,10,0,Detchd,NA,2007,137000,9
8814,Inside,Single Family,Gable,PConc,1274,GasA,Y,6,0,Attchd,NA,2007,203000,9
9572,Inside,Single Family,Gable,PConc,1453,GasA,Y,9,1,Attchd,NA,2007,302000,1
8190,Inside,Single Family,Hip,CBlock,948,GasA,Y,5,1,Detchd,NA,2007,119000,7
4230,Corner,Townhouse,Gable,PConc,1352,GasA,Y,5,1,Attchd,NA,2007,208900,1
10215,Inside,Single Family,Hip,PConc,864,GasA,Y,5,0,Attchd,NA,2007,111000,4
9986,Inside,Single Family,Gable,PConc,1795,GasA,Y,7,1,Attchd,NA,2007,147000,3
4270,Inside,Single Family,Gable,BrkTil,544,GasA,Y,6,0,NA,NA,2007,79000,5
10000,Inside,Single Family,Hip,PConc,1588,GasA,Y,7,1,Attchd,NA,2007,227000,5
8294,Inside,Single Family,Gable,CBlock,858,GasA,Y,5,0,Detchd,GdWo,2007,123000,2
9375,Inside,Single Family,Gable,PConc,1284,GasA,Y,7,1,Attchd,NA,2007,228500,3
11103,Corner,Single Family,Gable,PConc,728,GasA,Y,8,1,Attchd,NA,2007,155835,7
6000,Inside,Single Family,Hip,PConc,960,GasA,Y,5,0,Detchd,NA,2007,108500,9
15306,Corner,Single Family,Gable,PConc,1732,GasA,Y,7,1,Attchd,NA,2007,283463,9
16196,Inside,Single Family,Gable,PConc,1482,GasA,Y,5,1,Attchd,NA,2007,215000,7
8499,Inside,Single Family,Gable,PConc,616,GasA,Y,6,1,BuiltIn,NA,2007,156932,3
11400,Inside,Single Family,Hip,PConc,2633,GasA,Y,8,2,Attchd,NA,2007,466500,3
10991,Inside,Single Family,Gable,PConc,1571,GasA,Y,7,1,Attchd,NA,2007,239000,3
25339,Inside,Single Family,Gable,BrkTil,816,GasA,Y,7,0,Attchd,NA,2007,112000,1
8520,Inside,Single Family,Gable,BrkTil,714,GasW,N,10,1,Detchd,GdWo,2007,136000,7
6000,Inside,Single Family,Gable,BrkTil,735,GasA,Y,6,1,Detchd,NA,2007,131000,3
12665,Inside,Single Family,Hip,PConc,1094,GasA,Y,9,1,BuiltIn,NA,2007,281213,10
6120,Inside,Single Family,Gable,BrkTil,939,GasA,Y,8,0,Detchd,NA,2007,137500,3
15256,CulDSac,Single Family,Gable,PConc,1485,GasA,Y,6,0,Attchd,NA,2007,282922,7
9503,Inside,Single Family,Hip,CBlock,1024,GasA,Y,6,1,Detchd,GdWo,2007,144000,4
12546,Corner,Single Family,Gable,CBlock,1440,GasA,Y,7,1,Attchd,NA,2007,182900,10
10800,Inside,Single Family,Gable,BrkTil,656,GasA,Y,5,0,Detchd,NA,2007,64500,10
9000,FR2,Single Family,Gable,PConc,864,GasA,Y,5,0,Detchd,GdWo,2007,120500,5
11584,Inside,Single Family,Hip,CBlock,539,GasA,Y,6,1,Attchd,NA,2007,197000,5
8500,FR2,Single Family,Gable,PConc,1422,GasA,Y,7,0,Attchd,NA,2007,179600,1
8400,Inside,Single Family,Gable,CBlock,814,GasA,Y,6,0,Detchd,NA,2007,129000,4
10000,Inside,Single Family,Gable,PConc,1220,GasA,Y,8,1,Attchd,NA,2007,240000,3
11767,Inside,Single Family,Gable,CBlock,560,GasA,N,6,0,Detchd,GdWo,2007,112000,4
7917,Inside,Single Family,Gable,PConc,953,GasA,Y,7,1,Attchd,NA,2007,175000,5
9550,Corner,Single Family,Gable,BrkTil,756,GasA,Y,7,1,Detchd,NA,2006,140000,2
11924,Inside,Single Family,Hip,PConc,1175,GasA,Y,11,2,BuiltIn,NA,2006,345000,9
10791,Inside,Duplex,Gable,Slab,0,GasA,Y,6,0,CarPort,NA,2006,90000,9
14215,Corner,Single Family,Gable,PConc,1158,GasA,Y,9,1,BuiltIn,NA,2006,325300,4
16321,CulDSac,Single Family,Gable,CBlock,1484,GasA,Y,6,2,Attchd,NA,2006,207500,9
13418,Inside,Single Family,Gable,PConc,1117,GasA,Y,9,1,BuiltIn,NA,2006,309000,1
8658,Inside,Single Family,Gable,CBlock,1088,GasA,Y,6,1,Attchd,GdWo,2006,160000,2
7945,Inside,Single Family,Gable,CBlock,1150,GasA,Y,6,0,Attchd,NA,2006,141000,1
6240,Inside,Single Family,Gable,PConc,816,GasA,Y,6,1,Detchd,MnPrv,2006,114500,8
50271,Inside,Single Family,Gable,CBlock,1842,GasA,Y,5,1,Attchd,NA,2006,385000,1
11645,Corner,Single Family,Gable,PConc,860,GasA,Y,7,0,Attchd,NA,2006,196500,9
13682,CulDSac,Single Family,Hip,PConc,1410,GasA,Y,10,1,BuiltIn,NA,2006,438780,2
13072,Inside,Single Family,Gable,PConc,1158,GasA,Y,5,0,Detchd,NA,2006,158000,2
15593,Corner,Single Family,Gable,CBlock,1304,GasW,Y,7,1,Attchd,NA,2006,225000,9
4500,FR2,Townhouse,Hip,PConc,1237,GasA,Y,5,0,Attchd,NA,2006,153500,9
16059,Corner,Single Family,Hip,CBlock,1288,GasA,Y,9,1,Attchd,NA,2006,260000,2
7200,Inside,Single Family,Gable,Slab,0,GasA,Y,4,0,Detchd,NA,2006,109900,4
8500,Inside,Single Family,Hip,CBlock,1235,GasA,Y,6,0,Attchd,GdWo,2006,98600,2
10264,Inside,Single Family,Gable,PConc,1588,GasA,Y,6,0,Attchd,NA,2006,214000,4
9525,Inside,Single Family,Gable,CBlock,994,GasA,Y,7,0,Attchd,NA,2006,136900,7
8461,Inside,Single Family,Gable,PConc,728,GasA,Y,8,1,Attchd,NA,2006,163990,8
21453,CulDSac,Single Family,Flat,CBlock,938,GasA,Y,4,2,Attchd,NA,2006,180000,1
6780,Inside,Condo,Gable,CBlock,520,GasA,N,5,0,NA,NA,2006,84500,3
7590,Inside,Single Family,Gable,CBlock,660,GasA,Y,6,1,Attchd,NA,2006,155000,6
8973,Inside,Single Family,Gable,CBlock,1008,GasA,Y,6,0,2Types,MnWw,2006,150000,10
14200,Corner,Single Family,Gable,CBlock,924,GasA,Y,8,2,Attchd,GdPrv,2006,226000,2
10335,Inside,Single Family,Gable,CBlock,1461,GasA,Y,7,1,Attchd,MnPrv,2006,180000,5
11070,Inside,Duplex,Gable,CBlock,1907,GasA,Y,9,0,2Types,NA,2006,171000,5
11645,Inside,Single Family,Gable,PConc,1734,GasA,Y,7,0,Attchd,NA,2006,260000,4
9100,Inside,Duplex,Gable,CBlock,1728,GasA,Y,10,0,Detchd,NA,2006,125000,2
2522,Inside,Townhouse,Gable,PConc,970,GasA,Y,7,0,Detchd,NA,2006,130000,9
6240,Inside,Single Family,Gable,BrkTil,896,GasA,Y,7,0,Detchd,NA,2006,115000,8
14803,CulDSac,Single Family,Gable,CBlock,825,GasA,Y,8,1,Attchd,GdWo,2006,190000,9
11340,Corner,Single Family,Gable,BrkTil,1200,GasA,Y,7,0,Detchd,NA,2006,125000,3
7200,Inside,Single Family,Hip,CBlock,0,GasA,Y,5,0,Detchd,NA,2006,109500,4
19378,Corner,Single Family,Gable,PConc,1392,GasA,Y,9,1,Attchd,NA,2006,320000,5
16669,Corner,Single Family,Hip,CBlock,1686,GasA,Y,6,1,Attchd,NA,2006,228000,7
5306,Inside,Townhouse,Gable,PConc,1064,GasA,Y,5,1,Attchd,NA,2006,239000,5
13650,Inside,Single Family,Gable,CBlock,1052,GasA,Y,8,1,Attchd,NA,2006,172500,5
7588,Inside,Single Family,Gable,BrkTil,793,GasA,Y,9,1,Detchd,NA,2006,200100,6
7438,Inside,Single Family,Gable,PConc,504,GasA,Y,5,0,Attchd,MnPrv,2006,127000,6
22950,Inside,Single Family,Gable,BrkTil,1107,GasA,Y,12,2,Detchd,GdPrv,2006,475000,2
2522,Inside,Townhouse,Gable,PConc,970,GasA,Y,7,0,Detchd,NA,2006,130000,4
25419,Corner,Single Family,Gable,PConc,1360,GasA,Y,8,1,Detchd,GdPrv,2006,235000,8
7000,Corner,Single Family,Gable,BrkTil,617,GasA,Y,6,0,Attchd,NA,2006,112000,9
13568,CulDSac,Single Family,Gable,PConc,990,GasA,Y,5,0,Attchd,NA,2006,156000,4
10011,Inside,Single Family,Gable,CBlock,1070,GasA,Y,6,1,Attchd,MnPrv,2006,134450,6
9906,Inside,Single Family,Gable,CBlock,686,GasA,N,8,0,Detchd,NA,2006,107000,10
3010,Inside,Townhouse,Gable,PConc,1248,GasA,Y,5,0,Attchd,NA,2006,167240,2
8990,Inside,Single Family,Gable,PConc,1498,GasA,Y,5,0,Attchd,NA,2006,204900,10
11475,Inside,Single Family,Gable,CBlock,713,GasA,Y,6,1,Attchd,MnPrv,2006,179900,6
1680,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,1,Attchd,NA,2006,94500,6
5000,Corner,Single Family,Gable,BrkTil,540,GasA,N,6,0,Attchd,NA,2006,79000,8
10400,Inside,Single Family,Gable,CBlock,1845,GasA,Y,6,1,Attchd,NA,2006,241500,5
9142,Inside,Condo,Gable,Stone,1020,GasA,N,9,0,Detchd,NA,2006,137000,5
11310,Inside,Single Family,Hip,CBlock,1367,GasA,Y,5,1,Attchd,NA,2006,140000,5
8738,Inside,Single Family,Gable,PConc,975,GasA,Y,8,1,BuiltIn,NA,2006,230000,7
8471,Corner,Single Family,Gable,CBlock,506,GasA,Y,6,1,Attchd,GdWo,2006,151000,1
11207,FR2,Single Family,Gable,PConc,802,GasA,Y,8,1,Attchd,NA,2006,185000,7
10728,Inside,Single Family,Gable,PConc,1095,GasA,Y,8,1,Attchd,NA,2006,266000,7
7200,Inside,Single Family,Gable,PConc,1262,GasA,Y,5,0,Attchd,NA,2006,185000,4
9786,Inside,Single Family,Gable,CBlock,912,GasA,Y,7,1,Attchd,GdPrv,2006,159000,6
8125,Corner,Single Family,Gable,CBlock,858,GasA,Y,5,0,NA,NA,2006,88000,2
15611,Inside,Single Family,Gable,PConc,1079,GasA,Y,8,1,Attchd,NA,2006,233230,4
16659,Corner,Single Family,Gable,CBlock,795,GasA,Y,9,1,Attchd,NA,2006,235000,8
7937,CulDSac,Single Family,Gable,CBlock,1003,GasA,Y,6,0,Detchd,GdPrv,2006,142500,6
15750,Corner,Condo,Hip,CBlock,1165,GasA,Y,5,2,Attchd,NA,2006,157000,1
13704,Corner,Single Family,Gable,PConc,1541,GasA,Y,6,1,Attchd,NA,2006,205000,4
9800,Corner,Single Family,Gable,PConc,894,GasA,Y,5,0,Attchd,GdWo,2006,149900,7
12378,Inside,Single Family,Gable,PConc,1896,GasA,Y,8,3,Attchd,NA,2006,360000,4
7685,Inside,Single Family,Gable,PConc,697,GasA,Y,6,1,Attchd,NA,2006,165600,8
7800,Inside,Condo,Gable,CBlock,793,GasA,Y,5,1,Detchd,MnPrv,2006,119900,10
9600,Inside,Single Family,Gable,BrkTil,728,GasA,Y,6,1,Detchd,NA,2006,178000,4
16259,Corner,Single Family,Gable,PConc,1249,GasA,Y,9,0,Attchd,NA,2006,342643,3
5820,Inside,Single Family,Gable,CBlock,1162,GasA,Y,6,0,Attchd,NA,2006,126175,1
11600,Inside,Single Family,Hip,CBlock,1383,GasA,Y,7,0,Attchd,NA,2006,145250,5
14145,Corner,Single Family,Gable,CBlock,1208,GasA,Y,8,0,Attchd,NA,2006,202500,9
8544,Inside,Duplex,Gable,Slab,0,Wall,N,6,0,Detchd,NA,2006,87500,9
6435,Inside,Single Family,Gable,BrkTil,972,GasA,Y,6,1,Detchd,NA,2006,140200,10
20431,Inside,Single Family,Hip,PConc,1848,GasA,Y,10,2,Attchd,NA,2006,437154,5
5271,Inside,Single Family,Gable,PConc,1453,GasA,Y,6,1,Attchd,NA,2006,190000,6
8400,Inside,Single Family,Gable,CBlock,940,GasA,Y,6,2,Attchd,NA,2006,140000,6
6930,Inside,Single Family,Hip,CBlock,1062,GasA,Y,6,0,BuiltIn,NA,2006,130000,10
12011,CulDSac,Single Family,Gable,PConc,1086,GasA,Y,7,1,Attchd,NA,2006,280000,4
18800,FR2,Single Family,Gable,PConc,796,GasA,Y,6,1,Attchd,NA,2006,190000,10
8121,Inside,Single Family,Gable,PConc,953,GasA,Y,7,1,Attchd,NA,2006,172400,3
8846,CulDSac,Single Family,Gable,PConc,870,GasA,Y,5,0,Detchd,NA,2006,148000,6
7200,Inside,Single Family,Gable,PConc,1293,GasA,Y,5,1,Attchd,NA,2006,187750,10
8410,FR2,Single Family,Gambrel,PConc,658,GasA,Y,8,0,NA,NA,2006,81000,5
7446,Corner,Single Family,Gable,CBlock,788,GasA,Y,4,2,NA,GdWo,2006,100000,6
8767,Inside,Single Family,Gable,PConc,1310,GasA,Y,6,1,Attchd,NA,2006,164990,2
12090,Corner,Single Family,Hip,PConc,1141,GasA,Y,10,1,BuiltIn,NA,2006,258000,2
34650,Inside,Condo,Hip,CBlock,1056,GasA,N,5,0,Attchd,NA,2006,145000,1
7844,Inside,Single Family,Hip,CBlock,672,GasA,Y,6,1,Attchd,NA,2006,149500,10
4400,Inside,Single Family,Gable,BrkTil,648,GasA,Y,6,0,Detchd,NA,2006,116000,10
11214,Corner,Single Family,Gable,PConc,930,GasA,Y,10,1,Attchd,NA,2006,199900,6
8600,Inside,Single Family,Gable,BrkTil,780,GasA,Y,7,1,Detchd,NA,2006,119500,5
5684,Inside,Single Family,Hip,BrkTil,813,GasA,Y,5,0,Detchd,NA,2006,110000,5
70761,Inside,Single Family,Gable,CBlock,1533,GasA,Y,5,2,Attchd,NA,2006,280000,2
9297,Inside,Duplex,Gable,CBlock,1728,GasA,Y,8,0,Detchd,NA,2006,188000,2
3072,Inside,Townhouse,Hip,PConc,1375,GasA,Y,6,1,Attchd,NA,2006,178740,3
16033,FR2,Single Family,Hip,PConc,1833,GasA,Y,8,1,Attchd,NA,2006,326000,4
11846,Inside,Single Family,Hip,PConc,1792,GasA,Y,6,1,Attchd,NA,2006,374000,1
4500,FR2,Townhouse,Hip,PConc,1216,GasA,Y,5,0,Attchd,NA,2006,164000,5
10800,Corner,Condo,Gable,CBlock,954,GasA,N,10,1,Attchd,NA,2006,160000,3
9490,Inside,Single Family,Gable,CBlock,806,GasA,Y,5,2,Attchd,MnPrv,2006,133000,1
15578,Corner,Single Family,Gable,PConc,728,GasA,Y,8,0,Attchd,NA,2006,172785,10
9554,Inside,Single Family,Gable,PConc,777,GasA,Y,8,1,Attchd,NA,2006,215000,2
6792,Inside,Townhouse,Gable,PConc,1368,GasA,Y,6,1,Attchd,NA,2006,202665,6
9100,Corner,Single Family,Gable,CBlock,864,GasA,Y,5,0,Detchd,NA,2006,129900,1
5000,Corner,Single Family,Gable,CBlock,1004,GasA,Y,7,2,Detchd,NA,2006,159000,5
7500,Inside,Single Family,Gable,PConc,1257,GasA,Y,6,1,Attchd,NA,2006,176000,5
9056,Inside,Single Family,Gable,PConc,707,GasA,Y,6,1,Attchd,NA,2006,178000,5
11553,Inside,Single Family,Hip,CBlock,1051,GasA,Y,7,1,Attchd,NA,2006,158000,3
17104,Inside,Single Family,Gable,PConc,654,GasA,Y,7,1,Attchd,NA,2006,179665,5
13837,Corner,Single Family,Gable,PConc,1204,GasA,Y,9,0,Attchd,NA,2006,229000,4
6380,Inside,Single Family,Gable,BrkTil,993,GasA,Y,5,1,Detchd,NA,2006,113000,7
14850,Inside,Single Family,Gable,CBlock,1092,GasA,Y,6,1,Attchd,MnWw,2006,141000,10
11040,Inside,Single Family,Gable,CBlock,637,GasA,Y,7,0,CarPort,NA,2006,108000,5
3196,Inside,Townhouse,Gable,PConc,1374,GasA,Y,7,1,Attchd,NA,2006,234000,1
10010,Inside,Single Family,Gable,CBlock,1389,GasA,Y,6,1,Attchd,NA,2006,170000,7
13346,CulDSac,Single Family,Gable,PConc,1095,GasA,Y,9,1,Attchd,NA,2006,268000,6
7032,Corner,Duplex,Gable,CBlock,943,GasA,Y,4,2,Detchd,NA,2006,135960,1
7332,Inside,Single Family,Gable,CBlock,864,GasA,Y,4,0,Attchd,NA,2006,120000,7
11777,Inside,Single Family,Gable,CBlock,1164,GasA,Y,6,2,Attchd,NA,2006,164500,9
11443,Inside,Single Family,Hip,PConc,1868,GasA,Y,7,2,Attchd,NA,2006,369900,2
11302,Inside,Single Family,Gable,PConc,1814,GasA,Y,7,1,Attchd,NA,2006,319000,6
3600,Inside,Single Family,Gable,CBlock,684,GasA,N,7,0,Detchd,NA,2006,114504,9
12984,Inside,Single Family,Gable,CBlock,1430,GasA,Y,7,1,Attchd,NA,2006,217500,8
10927,Inside,Single Family,Gable,PConc,1058,GasA,Y,8,1,BuiltIn,NA,2006,275000,7
10041,Inside,Single Family,Gable,PConc,908,GasA,Y,8,1,Attchd,NA,2006,220000,3
7800,Inside,Single Family,Gable,CBlock,896,GasA,Y,8,0,Attchd,NA,2006,225000,2
7861,Inside,Single Family,Gable,PConc,783,GasA,Y,7,1,Attchd,NA,2006,183200,9
10400,Inside,Single Family,Gable,CBlock,732,GasA,Y,8,1,Attchd,NA,2006,165150,3
9000,Corner,Single Family,Gable,BrkTil,636,GasA,Y,8,0,Detchd,MnPrv,2006,124000,2
3982,Inside,Townhouse,Hip,PConc,1520,GasA,Y,7,1,Attchd,NA,2006,264561,10
20896,CulDSac,Single Family,Gable,PConc,2077,GasA,Y,8,1,Attchd,NA,2006,423000,6
11194,Corner,Single Family,Gable,PConc,1406,GasA,Y,7,1,Attchd,NA,2006,230500,10
14175,Corner,Single Family,Gable,CBlock,1188,GasA,Y,6,1,Detchd,NA,2006,168000,4
11600,Inside,Single Family,Gable,BrkTil,700,GasA,Y,5,1,Detchd,NA,2006,137500,7
11250,Inside,Single Family,Gable,CBlock,1208,GasA,Y,6,1,Attchd,NA,2006,165000,2
9600,Inside,Single Family,Gable,BrkTil,1095,GasW,N,8,0,2Types,NA,2006,87000,6
26178,Inside,Single Family,Hip,PConc,1210,GasA,Y,9,2,Attchd,NA,2006,335000,7
5400,Corner,Single Family,Gable,BrkTil,1073,GasA,Y,4,0,Detchd,NA,2006,108480,2
13811,Inside,Single Family,Gable,CBlock,1112,GasA,Y,5,1,Attchd,NA,2006,176000,3
6000,Inside,Single Family,Gable,CBlock,616,GasA,Y,4,0,Detchd,NA,2006,89000,3
6420,Inside,Single Family,Gable,PConc,980,GasA,Y,6,0,Detchd,NA,2006,123500,6
14331,Inside,Single Family,Hip,PConc,1800,GasA,Y,7,1,Attchd,NA,2006,312500,2
9600,Inside,Single Family,Hip,CBlock,1164,GasA,Y,6,0,Attchd,NA,2006,140000,1
12438,Inside,Single Family,Hip,PConc,1234,GasA,Y,10,1,BuiltIn,NA,2006,361919,9
9873,Inside,Condo,Gable,CBlock,960,GasW,N,6,0,Detchd,NA,2006,129000,9
9920,Inside,Single Family,Gable,CBlock,971,GasA,Y,5,1,Attchd,NA,2006,128500,1
6563,CulDSac,Single Family,Gable,PConc,1742,GasA,Y,5,1,Attchd,NA,2006,275000,4
10800,Inside,Single Family,Gable,BrkTil,880,GasW,N,6,2,Detchd,NA,2006,163000,6
8544,Inside,Duplex,Gable,CBlock,0,GasA,N,6,0,Detchd,NA,2006,93500,7
10463,CulDSac,Single Family,Gable,PConc,893,GasA,Y,8,1,Attchd,NA,2006,239900,7
9236,Inside,Single Family,Gable,PConc,1479,GasA,Y,6,0,Attchd,NA,2006,217000,6
10240,Inside,Single Family,Gable,PConc,1030,GasA,Y,8,1,Attchd,NA,2006,275500,10
9549,CulDSac,Townhouse,Hip,PConc,1494,GasA,Y,6,1,Attchd,NA,2006,270000,9
9100,Inside,Single Family,Hip,PConc,1860,GasA,Y,8,1,Attchd,NA,2006,216837,7
8877,Inside,Single Family,Gable,CBlock,836,GasA,Y,6,0,Detchd,NA,2006,102000,5
11210,Inside,Single Family,Gable,PConc,1614,GasA,Y,7,0,Attchd,NA,2006,221500,2
13350,Inside,Single Family,Hip,CBlock,864,GasA,Y,5,1,Attchd,MnPrv,2006,142500,2
10530,Inside,Duplex,Gable,CBlock,975,GasA,Y,4,0,Attchd,NA,2006,135000,4
7153,Inside,Single Family,Gable,PConc,761,GasA,Y,7,0,Attchd,NA,2006,175900,1
9000,Inside,Single Family,Gable,CBlock,936,GasA,Y,5,0,Attchd,GdWo,2006,118000,4
9750,Inside,Single Family,Gable,PConc,980,GasA,Y,6,0,Attchd,NA,2006,135500,7
13400,Inside,Single Family,Gable,CBlock,1024,GasA,Y,6,1,Attchd,GdWo,2006,159950,2
10140,Inside,Single Family,Hip,CBlock,1040,GasA,Y,5,1,Attchd,GdPrv,2006,181000,10
8248,Inside,Single Family,Gable,BrkTil,686,GasW,Y,7,0,Detchd,NA,2006,116000,2
11425,Corner,Single Family,Gable,CBlock,1008,GasA,Y,4,1,Attchd,NA,2006,137000,5
11216,Inside,Single Family,Gable,PConc,1489,GasA,Y,7,1,Attchd,NA,2006,232600,3
2544,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2006,147400,2
3180,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2006,151000,7
3196,Inside,Townhouse,Gable,PConc,1273,GasA,Y,7,1,Attchd,NA,2006,215000,6
17920,Inside,Single Family,Hip,CBlock,1763,GasA,Y,6,1,Attchd,NA,2006,170000,5
11029,Corner,Single Family,Gable,CBlock,1054,GasA,Y,9,1,Attchd,NA,2006,250000,8
14762,Corner,Single Family,Gable,Slab,0,GasA,Y,7,1,Attchd,NA,2006,169000,7
6204,Inside,Single Family,Gable,PConc,795,GasA,N,10,0,Detchd,NA,2006,118500,6
8393,Corner,Duplex,Gable,CBlock,1626,GasA,Y,8,0,Attchd,NA,2006,145000,3
8414,Inside,Single Family,Hip,CBlock,1059,GasA,Y,6,0,Attchd,MnPrv,2006,154500,1
8765,Inside,Single Family,Gable,BrkTil,951,GasA,N,6,0,Detchd,NA,2006,106500,9
6993,Inside,Single Family,Gable,CBlock,912,GasA,Y,6,1,Attchd,NA,2006,135000,8
7875,Inside,Single Family,Gable,PConc,783,GasA,Y,8,1,Attchd,NA,2006,180000,4
14859,CulDSac,Single Family,Hip,PConc,1670,GasA,Y,7,1,Attchd,NA,2006,240000,4
11500,Inside,Single Family,Gable,CBlock,1017,GasA,Y,6,1,Attchd,NA,2006,250000,9
8885,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,MnPrv,2006,131000,6
6120,Inside,Single Family,Gable,BrkTil,768,GasA,N,6,0,Detchd,MnPrv,2006,88000,4
9000,Inside,Single Family,Gable,CBlock,480,GasA,N,4,0,Detchd,NA,2006,35311,9
10237,Inside,Single Family,Gable,PConc,1316,GasA,Y,6,1,Attchd,NA,2006,169990,6
10240,Inside,Single Family,Gable,CBlock,1686,GasA,Y,7,1,Attchd,NA,2006,207500,1
13006,Corner,Single Family,Gable,PConc,964,GasA,Y,8,1,BuiltIn,NA,2006,222000,5
5825,Inside,Single Family,Gable,PConc,600,GasA,Y,5,0,Detchd,NA,2006,79900,5
8760,Inside,Single Family,Gable,PConc,1391,GasA,Y,7,0,Attchd,NA,2006,239799,6
12640,Inside,Duplex,Gable,CBlock,1728,GasA,Y,8,0,Attchd,NA,2006,150900,2
8163,Inside,Single Family,Gable,CBlock,1144,GasA,Y,6,1,Attchd,NA,2006,143000,3
14006,Inside,Single Family,Gable,PConc,936,GasA,Y,7,1,Attchd,NA,2006,192500,2
7800,Corner,Single Family,Gable,CBlock,828,GasA,Y,6,0,Detchd,MnPrv,2006,119900,4
9400,CulDSac,Duplex,Flat,CBlock,945,GasA,Y,4,0,NA,NA,2006,127500,3
10382,Inside,Condo,Hip,CBlock,588,GasA,Y,6,0,Attchd,NA,2006,140000,4
10800,Inside,Single Family,Gable,CBlock,720,GasA,N,6,0,NA,NA,2006,135000,5
2651,FR2,Townhouse,Gable,PConc,673,GasA,Y,6,0,Detchd,NA,2006,165000,6
5900,Inside,Single Family,Gable,PConc,440,GasA,Y,4,0,NA,NA,2006,85500,6
5310,Corner,Single Family,Hip,CBlock,485,GasA,Y,5,0,Attchd,NA,2006,117000,10
8125,Inside,Single Family,Gable,PConc,770,GasA,Y,6,0,Attchd,NA,2006,197000,2
9452,Inside,Single Family,Gable,PConc,1396,GasA,Y,7,1,Attchd,NA,2006,348000,1
8846,Inside,Single Family,Gable,PConc,750,GasA,Y,6,0,Attchd,NA,2006,173900,5
4712,Inside,Single Family,Gable,CBlock,747,GasA,Y,5,0,Detchd,MnPrv,2006,121600,4
10659,Inside,Single Family,Hip,CBlock,1050,GasA,Y,6,0,Attchd,NA,2006,136500,7
9786,Inside,Single Family,Hip,BrkTil,1007,GasA,N,6,1,Detchd,NA,2006,91000,10
6000,Inside,Single Family,Gable,BrkTil,1008,GasA,Y,7,0,NA,NA,2006,102000,4
3013,Inside,Townhouse,Gable,PConc,1362,GasA,Y,6,1,Attchd,NA,2006,213490,9
7406,Inside,Single Family,Gable,PConc,1199,GasA,Y,6,0,Attchd,NA,2006,194000,2
1680,Inside,Townhouse,Gable,CBlock,672,GasA,Y,7,0,Detchd,NA,2006,118000,1
7082,Inside,Condo,Gable,PConc,686,GasA,Y,10,0,NA,NA,2006,160000,3
14541,Corner,Single Family,Gable,PConc,1338,GasA,Y,10,1,Attchd,NA,2006,310000,8
8125,Inside,Single Family,Gable,PConc,1654,GasA,Y,6,0,Attchd,NA,2006,230000,1
13125,Corner,Single Family,Gable,CBlock,1134,GasA,Y,8,1,Attchd,GdPrv,2006,155000,10
16056,Inside,Single Family,Hip,PConc,1992,GasA,Y,11,1,BuiltIn,NA,2006,556581,3
