Name,Sex,Age,Country,Sport,Year,Bronze Medal,Gold Medal,Silver Medal,Total Medal
"Stephen Gregory ""Steve"" Yzerman",M,36,Canada,Ice Hockey,2002,0,1,0,1
Marion Clignet,F,36,France,Cycling,2000,0,0,1,1
Karsten Forsterling,M,36,Australia,Rowing,2016,0,0,1,1
"Kelley Law (Atkins-, -Owen)",F,36,Canada,Curling,2002,1,0,0,1
Lisa Deshawn Leslie (-Lockwood),F,36,United States,Basketball,2008,0,1,0,1
Fulvio Valbusa,M,36,Italy,CrossCountry Skiing,2006,0,1,0,1
Mario Stecher,M,36,Austria,Nordic Combined,2014,1,0,0,1
Saskia Clark,F,36,Great Britain,Sailing,2016,0,1,0,1
Sergey Yuryevich Tetyukhin,M,36,Russia,Volleyball,2012,0,1,0,1
Larisa Aleksandrovna Peleshenko (Agapova-),F,36,Russia,Athletics,2000,0,0,1,1
Scott Niedermayer,M,36,Canada,Ice Hockey,2010,0,1,0,1
Luis Ulacia lvarez,M,36,Cuba,Baseball,2000,0,0,1,1
Eric Gsta Magnus Jernemyr,M,36,Sweden,Handball,2012,0,0,1,1
"Thomas Patrick ""Tom"" Barrasso",M,36,United States,Ice Hockey,2002,0,0,1,1
Mario Lemieux,M,36,Canada,Ice Hockey,2002,0,1,0,1
Tanya Victoria Harding,F,36,Australia,Softball,2008,1,0,0,1
Laia Palau Alts,F,36,Spain,Basketball,2016,0,0,1,1
Tan Zongliang,M,36,China,Shooting,2008,0,0,1,1
Lalita Vadimovna Milshina-Yauhleuskaya,F,36,Belarus,Shooting,2000,1,0,0,1
Justin Peter Rose,M,36,Great Britain,Golf,2016,0,1,0,1
Lloy James Ball,M,36,United States,Volleyball,2008,0,1,0,1
Bradley Marc Wiggins,M,36,Great Britain,Cycling,2016,0,1,0,1
Amaurys Perez,M,36,Italy,Water Polo,2012,0,0,1,1
Claudia Knzel-Nystad,F,36,Germany,CrossCountry Skiing,2014,1,0,0,1
Guillaume Alain Gille,M,36,France,Handball,2012,0,1,0,1
Roland Kkny,M,36,Hungary,Canoeing,2012,0,1,0,1
Brandi Denise Chastain,F,36,United States,Football,2004,0,1,0,1
Ville Sakari Peltonen,M,36,Finland,Ice Hockey,2010,1,0,0,1
Volker Zerbe,M,36,Germany,Handball,2004,0,0,1,1
Carlos Mauricio Espnola Lorenzo,M,36,Argentina,Sailing,2008,1,0,0,1
Jaouad Gharib,M,36,Morocco,Athletics,2008,0,0,1,1
Maurizio Randazzo,M,36,Italy,Fencing,2000,0,1,0,1
Jos Javier Hombrados Ibez,M,36,Spain,Handball,2008,1,0,0,1
Igor Hini,M,36,Croatia,Water Polo,2012,0,1,0,1
Gillian Maria Elisabeth van den Berg,F,36,Netherlands,Water Polo,2008,0,1,0,1
"Charles S. ""Charlie"" Ogletree",M,36,United States,Sailing,2004,0,0,1,1
Patricia Anahi Tarabini,F,36,Argentina,Tennis,2004,1,0,0,1
Javier Mndez Gonzlez,M,36,Cuba,Baseball,2000,0,0,1,1
Jason Edward Lezak,M,36,United States,Swimming,2012,0,0,1,1
Helle Mller Jespersen,F,36,Denmark,Sailing,2004,1,0,0,1
Jin Jong-O,M,36,South Korea,Shooting,2016,0,1,0,1
Daniel Narcisse,M,36,France,Handball,2016,0,0,1,1
Nobuharu Asahara,M,36,Japan,Athletics,2008,0,0,1,1
Monika Ewa Michalik (Rogien-),F,36,Poland,Wrestling,2016,1,0,0,1
Brian Christopher Rafalski,M,36,United States,Ice Hockey,2010,0,0,1,1
Pnlope Leprvost,F,36,France,Equestrianism,2016,0,1,0,1
"John Clay Lovell, III",M,36,United States,Sailing,2004,0,0,1,1
Brian Price,M,36,Canada,Rowing,2012,0,0,1,1
Xavier Charles Ren Rohart,M,36,France,Sailing,2004,1,0,0,1
Olga Sergeyevna Zabelinskaya (Sukhoruchenkova-),F,36,Russia,Cycling,2016,0,0,1,1
Pter Somfai,M,36,Hungary,Fencing,2016,1,0,0,1
Yekaterina Anatolyevna Khodotovich-Karsten,F,36,Belarus,Rowing,2008,1,0,0,1
Robert Marek Korzeniowski,M,36,Poland,Athletics,2004,0,1,0,1
Rachael Pamela Sporn,F,36,Australia,Basketball,2004,0,0,1,1
Olena Anatolivna Antonova,F,36,Ukraine,Athletics,2008,1,0,0,1
Aleksandar otar,M,36,Serbia and Montenegro,Water Polo,2000,1,0,0,1
Joel Snchez Guerrero,M,36,Mexico,Athletics,2000,1,0,0,1
Hans Einar Magnus Wislander,M,36,Sweden,Handball,2000,0,0,1,1
"Jennifer J. Fetter ""JJ"" Isler",F,36,United States,Sailing,2000,0,0,1,1
"Wincatherine Nyambura ""Catherine"" Ndereba",F,36,Kenya,Athletics,2008,0,0,1,1
Allison M. Brock,F,36,United States,Equestrianism,2016,1,0,0,1
Virgilijus Alekna,M,36,Lithuania,Athletics,2008,1,0,0,1
Michele Frangilli,M,36,Italy,Archery,2012,0,1,0,1
Andr Lange,M,36,Germany-1,Bobsleigh,2010,0,1,1,2
Jere Kalervo Lehtinen,M,36,Finland,Ice Hockey,2010,1,0,0,1
"Ricardo ""Ricardinho"" Bermudez Garcia",M,36,Brazil,Volleyball,2012,0,0,1,1
Daouda Karabou,M,36,France,Handball,2012,0,1,0,1
Joy Lynn Fawcett (Biefeld-),F,36,United States,Football,2004,0,1,0,1
Georgina Wheatcroft (Hawkes-),F,36,Canada,Curling,2002,1,0,0,1
Rossano Galtarossa,M,36,Italy,Rowing,2008,0,0,1,1
"Christopher Andrew ""Chris"" Hoy",M,36,Great Britain,Cycling,2012,0,2,0,2
Russell Andrew Mark,M,36,Australia,Shooting,2000,0,0,1,1
Juan Carlos Navarro Feijoo,M,36,Spain,Basketball,2016,1,0,0,1
Judith Arndt,F,36,Germany,Cycling,2012,0,0,1,1
Samuel Bode Miller,M,36,United States,Alpine Skiing,2014,1,0,0,1
Herman Horn Johannessen,M,36,Norway,Sailing,2000,1,0,0,1
ric Claude Franois Srecki,M,36,France,Fencing,2000,0,0,1,1
Marta de Souza Sobral,F,36,Brazil,Basketball,2000,1,0,0,1
Per Ola Markus Lindgren,M,36,Sweden,Handball,2000,0,0,1,1
Christoph Bieler,M,36,Austria,Nordic Combined,2014,1,0,0,1
"Matthew Morgan ""Matt"" Ryan",M,36,Australia,Equestrianism,2000,0,1,0,1
Venus Ebony Starr Williams,F,36,United States-1,Tennis,2016,0,0,1,1
Venio Losert,M,36,Croatia,Handball,2012,1,0,0,1
Maurcio Camargo Lima,M,36,Brazil,Volleyball,2004,0,1,0,1
Pau Gasol Sez,M,36,Spain,Basketball,2016,1,0,0,1
Daniele Pasquale Sottile,M,36,Italy,Volleyball,2016,0,0,1,1
Zhao Hongbo,M,36,China-1,Figure Skating,2010,0,1,0,1
Mathieu Ren Bozzetto,M,36,France,Snowboarding,2010,1,0,0,1
Jayna Hefford,F,36,Canada,Ice Hockey,2014,0,1,0,1
Iain Bryden Percy,M,36,Great Britain,Sailing,2012,0,0,1,1
David Vladimirovi Musubes,M,36,Slovakia,Wrestling,2008,1,0,0,1
Alexandra Simons de Ridder,F,36,Germany,Equestrianism,2000,0,1,0,1
"Jeffrey ""Jeff"" Pain",M,35,Canada,Skeleton,2006,0,0,1,1
Daniela Anschtz-Thoms,F,35,Germany,Speed Skating,2010,0,1,0,1
Alessio Sartori,M,35,Italy,Rowing,2012,0,0,1,1
Nicola Wilson,F,35,Great Britain,Equestrianism,2012,0,0,1,1
Caroline Brunet,F,35,Canada,Canoeing,2004,1,0,0,1
Kerri-Ann Pottharst,F,35,Australia-1,Beach Volleyball,2000,0,1,0,1
Thomas Ebert,M,35,Denmark,Rowing,2008,0,1,0,1
Jamie Alan Staff,M,35,Great Britain,Cycling,2008,0,1,0,1
Luis Miguel Rodrguez Ricardo,M,35,Cuba,Baseball,2008,0,0,1,1
"Thomas John ""Tom"" Hoff",M,35,United States,Volleyball,2008,0,1,0,1
O Sang-Eun,M,35,South Korea,Table Tennis,2012,0,0,1,1
"Nikolaos ""Nikos"" Kaklamanakis",M,35,Greece,Sailing,2004,0,0,1,1
Dante Boninfante,M,35,Italy,Volleyball,2012,1,0,0,1
Klaus-Dieter Petersen,M,35,Germany,Handball,2004,0,0,1,1
Kevin Staut,M,35,France,Equestrianism,2016,0,1,0,1
Kim Min-Jae,M,35,South Korea,Baseball,2008,0,1,0,1
Jason Frederick Kidd,M,35,United States,Basketball,2008,0,1,0,1
Damir Buri,M,35,Croatia,Water Polo,2016,0,0,1,1
Artur Surenovych Aivazian,M,35,Ukraine,Shooting,2008,0,1,0,1
"Rebecca D. ""Becky"" Kellar (-Duke)",F,35,Canada,Ice Hockey,2010,0,1,0,1
Oh Yeong-Ran,F,35,South Korea,Handball,2008,1,0,0,1
Jan trba,M,35,Czech Republic,Canoeing,2016,1,0,0,1
Oh Seong-Ok,F,35,South Korea,Handball,2008,1,0,0,1
Hvard Klemetsen,M,35,Norway,Nordic Combined,2014,0,1,0,1
Paul Gonzalez,M,35,Australia,Baseball,2004,0,0,1,1
Fernando Echavarri Erasum,M,35,Spain,Sailing,2008,0,1,0,1
Igor Aleksandrovich Kravchuk,M,35,Russia,Ice Hockey,2002,1,0,0,1
Lars Tomas Sivertsson,M,35,Sweden,Handball,2000,0,0,1,1
"Christopher Robert ""Chris"" Pronger",M,35,Canada,Ice Hockey,2010,0,1,0,1
Lascelles Oneil Brown,M,35,Canada-1,Bobsleigh,2010,1,0,0,1
Adriana Brando Behar,F,35,Brazil-1,Beach Volleyball,2004,0,0,1,1
"Suzanne Brigit ""Sue"" Bird",F,35,United States,Basketball,2016,0,1,0,1
Leuris Pupo Requejo,M,35,Cuba,Shooting,2012,0,1,0,1
Fabian Cancellara,M,35,Switzerland,Cycling,2016,0,1,0,1
Per Henrik Tallinder,M,35,Sweden,Ice Hockey,2014,0,0,1,1
Fabrizio Donato,M,35,Italy,Athletics,2012,1,0,0,1
Fabricio Ral Jess Oberto,M,35,Argentina,Basketball,2008,1,0,0,1
Pedro Luis Lazo Iglesias,M,35,Cuba,Baseball,2008,0,0,1,1
Antonio Rossi,M,35,Italy,Canoeing,2004,0,0,1,1
Holly S. McPeak (-Armato),F,35,United States-2,Beach Volleyball,2004,1,0,0,1
lafur Indrii Stefnsson,M,35,Iceland,Handball,2008,0,0,1,1
Cheng Hui,F,35,China,Hockey,2008,0,0,1,1
Christof Schwaller,M,35,Switzerland,Curling,2002,1,0,0,1
"Peter ""Pete"" Reed",M,35,Great Britain,Rowing,2016,0,1,0,1
Susan Rene Williams (Bartholomew-),F,35,United States,Triathlon,2004,1,0,0,1
Peta Louise Edebone,F,35,Australia,Softball,2004,0,0,1,1
Aino-Kaisa Saarinen,F,35,Finland,CrossCountry Skiing,2014,0,0,2,2
Omar Ajete Iglesias,M,35,Cuba,Baseball,2000,0,0,1,1
Orestes Kindeln Olivares,M,35,Cuba,Baseball,2000,0,0,1,1
Pietro Piller Cottrer,M,35,Italy,CrossCountry Skiing,2010,0,0,1,1
"Charles Benedict ""Ben"" Ainslie",M,35,Great Britain,Sailing,2012,0,1,0,1
Catharine Pendrel,F,35,Canada,Cycling,2016,1,0,0,1
Hans-Peter Steinacher,M,35,Austria,Sailing,2004,0,1,0,1
Olena Ivanivna Pakholchyk,F,35,Ukraine,Sailing,2000,1,0,0,1
Olga Alekseyevna Zaytseva (-Augustin),F,35,Russia,Biathlon,2014,0,0,1,1
Olga Anatolyevna Slyusareva,F,35,Russia,Cycling,2004,1,1,0,2
Olivier Damien Girault,M,35,France,Handball,2008,0,1,0,1
Olli Veli Pekka Jokinen,M,35,Finland,Ice Hockey,2014,1,0,0,1
Hayley Marie Wickenheiser,F,35,Canada,Ice Hockey,2014,0,1,0,1
Anthony Lee Ervin,M,35,United States,Swimming,2016,0,2,0,2
"Philippa Rachel ""Pippa"" Funnell (Nolan-)",F,35,Great Britain,Equestrianism,2004,1,0,1,2
Frances Julia Houghton,F,35,Great Britain,Rowing,2016,0,0,1,1
Pierre Fritz Lueders,M,35,Canada-1,Bobsleigh,2006,0,0,1,1
Heather Moyse,F,35,Canada-1,Bobsleigh,2014,0,1,0,1
Pierpaolo Ferrazzi,M,35,Italy,Canoeing,2000,1,0,0,1
Heike Gabriela Drechsler (Daute-),F,35,Germany,Athletics,2000,0,1,0,1
Irek Khaydarovich Zinnurov,M,35,Russia,Water Polo,2004,1,0,0,1
Kent Farrington,M,35,United States,Equestrianism,2016,0,0,1,1
Miriam Batten (-Luke),F,35,Great Britain,Rowing,2000,0,0,1,1
Mara Isabel Urrutia Ocor,F,35,Colombia,Weightlifting,2000,0,1,0,1
"Joseph ""Joe"" Nieuwendyk",M,35,Canada,Ice Hockey,2002,0,1,0,1
Mara Luisa Calle Williams,F,35,Colombia,Cycling,2004,1,0,0,1
Robert Lang,M,35,Czech Republic,Ice Hockey,2006,1,0,0,1
Didier Dominique Dinart,M,35,France,Handball,2012,0,1,0,1
Mikhail Valeryevich Nestruyev,M,35,Russia,Shooting,2004,0,1,1,2
Andrei Xepkin Xepkina,M,35,Spain,Handball,2000,1,0,0,1
Andrus Veerpalu,M,35,Estonia,CrossCountry Skiing,2006,0,1,0,1
Karl Ronnie Sundin,M,35,Sweden,Ice Hockey,2006,0,1,0,1
Robert Rintje Ritsma,M,35,Netherlands,Speed Skating,2006,1,0,0,1
Rumyana Dimitrova Dzhadzharova-Neykova,F,35,Bulgaria,Rowing,2008,0,1,0,1
Vlado ola,M,35,Croatia,Handball,2004,0,1,0,1
Emanuele Birarelli,M,35,Italy,Volleyball,2016,0,0,1,1
Kasper Sndergaard Sarup,M,35,Denmark,Handball,2016,0,1,0,1
Shannon Leigh Boxx,F,35,United States,Football,2012,0,1,0,1
Mira Potkonen,F,35,Finland,Boxing,2016,1,0,0,1
Duncan Seth Free,M,35,Australia,Rowing,2008,0,1,0,1
Vasily Aleksandrovich Kudinov,M,35,Russia,Handball,2004,1,0,0,1
Torger Nergrd,M,35,Norway,Curling,2010,0,0,1,1
Roland Gbler,M,35,Germany,Sailing,2000,1,0,0,1
Trine Haltvik,F,35,Norway,Handball,2000,1,0,0,1
"Meiskelina Catharina Anna ""Carien"" Kleibeuker",F,35,Netherlands,Speed Skating,2014,1,0,0,1
"Gilberto Amauri ""Giba"" de Godoy Filho",M,35,Brazil,Volleyball,2012,0,0,1,1
Michele Margaret Timms,F,35,Australia,Basketball,2000,0,0,1,1
Barbora potkov,F,35,Czech Republic,Athletics,2016,1,0,0,1
Michel Ansermet,M,35,Switzerland,Shooting,2000,0,0,1,1
Andrew James Simpson,M,35,Great Britain,Sailing,2012,0,0,1,1
Bart Jan-Baptist Marie Brentjens,M,35,Netherlands,Cycling,2004,1,0,0,1
Violeta Beclea-Szekely,F,35,Romania,Athletics,2000,0,0,1,1
"Michael Thomas ""Mike"" Richter",M,35,United States,Ice Hockey,2002,0,0,1,1
Vicky Sunohara,F,35,Canada,Ice Hockey,2006,0,1,0,1
Bastian Steger,M,35,Germany,Table Tennis,2016,1,0,0,1
Eldece Clarke-Lewis,F,35,Bahamas,Athletics,2000,0,1,0,1
Edvinas Krungolcas,M,35,Lithuania,Modern Pentathlon,2008,0,0,1,1
Rhona Martin (Howie-),F,35,Great Britain,Curling,2002,0,1,0,1
Maider Unda Gonzlez de Audicana,F,35,Spain,Wrestling,2012,1,0,0,1
Timo Boll,M,35,Germany,Table Tennis,2016,1,0,0,1
"Nicholas Charles ""Nick"" Dempsey",M,35,Great Britain,Sailing,2016,0,0,1,1
Jrme Fernandez,M,35,France,Handball,2012,0,1,0,1
Sally Jane McDermid-McCreedy,F,35,Australia,Softball,2000,1,0,0,1
Ricco Gro,M,35,Germany,Biathlon,2006,0,1,0,1
Jesper Nddesbo,M,35,Denmark,Handball,2016,0,1,0,1
Mabel Mosquera Mena,F,35,Colombia,Weightlifting,2004,1,0,0,1
David Murdoch,M,35,Great Britain,Curling,2014,0,0,1,1
"Alexandra Angela ""Sandie"" Richards",F,35,Jamaica,Athletics,2004,1,0,0,1
"Ursula ""Uschi"" Disl",F,35,Germany,Biathlon,2006,1,0,0,1
Thrse Anne Brisson,F,35,Canada,Ice Hockey,2002,0,1,0,1
Saku Antero Koivu,M,35,Finland,Ice Hockey,2010,1,0,0,1
Eduardo Paret Prez,M,35,Cuba,Baseball,2008,0,0,1,1
Juan Mara de la Fuente,M,35,Argentina,Sailing,2012,1,0,0,1
Silke Kraushaar (-Pielach),F,35,Germany,Luge,2006,0,0,1,1
Martina Hingis (-Hutin),F,35,Switzerland,Tennis,2016,0,0,1,1
Rita Kbn,F,35,Hungary,Canoeing,2000,0,0,1,1
Vanderlei Cordeiro de Lima,M,35,Brazil,Athletics,2004,1,0,0,1
Bruno Risi,M,35,Switzerland,Cycling,2004,0,0,1,1
Ryan Fry,M,35,Canada,Curling,2014,0,1,0,1
Georg Hackl,M,35,Germany,Luge,2002,0,0,1,1
"Sandra Anne ""Sandy"" Brondello",F,35,Australia,Basketball,2004,0,0,1,1
"Timothy ""Tim"" Thomas, Jr.",M,35,United States,Ice Hockey,2010,0,0,1,1
Bryan Steel,M,35,Great Britain,Cycling,2004,0,0,1,1
Maki Tabata,F,35,Japan,Speed Skating,2010,0,0,1,1
Mrti Rubenis,M,35,Latvia,Luge,2014,1,0,0,1
Nicklas Erik Lidstrm,M,35,Sweden,Ice Hockey,2006,0,1,0,1
"Maksim Nikolayevich ""Max"" Mirnyi",M,35,Belarus,Tennis,2012,0,1,0,1
Lyubov Vladimirovna Galkina,F,35,Russia,Shooting,2008,0,0,1,1
Sven Fischer,M,34,Germany,Biathlon,2006,1,2,0,3
Bertrand Fabien Gille,M,34,France,Handball,2012,0,1,0,1
Roseli de Belo,F,34,Brazil,Football,2004,0,0,1,1
April Elizabeth Ross,F,34,United States-1,Beach Volleyball,2016,1,0,0,1
Liudmyla Dmytrivna Shevchenko,F,34,Ukraine,Handball,2004,1,0,0,1
Maxime Eugne Ren Beaumont,M,34,France,Canoeing,2016,0,0,1,1
Mark John Hunter,M,34,Great Britain,Rowing,2012,0,0,1,1
Erwann Lucien douard Le Pchoux,M,34,France,Fencing,2016,0,0,1,1
Elaine Clara Marie Hermenia Youngs,F,34,United States-2,Beach Volleyball,2004,1,0,0,1
Christian Schwarzer,M,34,Germany,Handball,2004,0,0,1,1
Mark Raymond Woodforde,M,34,Australia,Tennis,2000,0,0,1,1
Mayya Andreyevna Petrova (Kaverina-),F,34,Russia,Handball,2016,0,1,0,1
Ronald Rauhe,M,34,Germany,Canoeing,2016,1,0,0,1
Patrick Denis Marleau,M,34,Canada,Ice Hockey,2014,0,1,0,1
Patrice Lhtellier,M,34,France,Fencing,2000,0,1,0,1
Christian Reich,M,34,Switzerland-1,Bobsleigh,2002,0,0,1,1
Levi Leipheimer,M,34,United States,Cycling,2008,1,0,0,1
Christopher Burton,M,34,Australia,Equestrianism,2016,1,0,0,1
Bjrn Otto,M,34,Germany,Athletics,2012,0,0,1,1
Sarah Ourahmoune,F,34,France,Boxing,2016,0,0,1,1
Martin Ruinsk,M,34,Czech Republic,Ice Hockey,2006,1,0,0,1
Sabina Valbusa,F,34,Italy,CrossCountry Skiing,2006,1,0,0,1
Evandro Motta Guerra,M,34,Brazil,Volleyball,2016,0,1,0,1
Matas Enrique Paredes,M,34,Argentina,Hockey,2016,0,1,0,1
"Christopher ""Chris"" Newton",M,34,Great Britain,Cycling,2008,1,0,0,1
"Christopher ""Chris"" Kunitz",M,34,Canada,Ice Hockey,2014,0,1,0,1
Massimo Fabbrizi,M,34,Italy,Shooting,2012,0,0,1,1
Lindsay Marie Whalen,F,34,United States,Basketball,2016,0,1,0,1
Ariel Osvaldo Pestano Valdes,M,34,Cuba,Baseball,2008,0,0,1,1
Lindsay Jennerich,F,34,Canada,Rowing,2016,0,0,1,1
Mats Johan Sundin,M,34,Sweden,Ice Hockey,2006,0,1,0,1
Scott Allen Young,M,34,United States,Ice Hockey,2002,0,0,1,1
Pavel Anatolyevich Kolobkov,M,34,Russia,Fencing,2004,1,0,0,1
Per Magnus Andersson,M,34,Sweden,Handball,2000,0,0,1,1
Pavel Aleksandrovich Rostovtsev,M,34,Russia,Biathlon,2006,0,0,1,1
Chen Ying,F,34,China,Shooting,2012,0,0,1,1
Susi-Lisa Erdmann (-Plankensteiner),F,34,Germany-2,Bobsleigh,2002,1,0,0,1
Pauline Elaine Davis-Thompson,F,34,Bahamas,Athletics,2000,0,2,0,2
Mattias Oskar Gustafsson,M,34,Sweden,Handball,2012,0,0,1,1
Du Li,F,34,China,Shooting,2016,1,0,1,2
Beverly McDonald (-Stewart),F,34,Jamaica,Athletics,2004,0,1,0,1
Mario Matt,M,34,Austria,Alpine Skiing,2014,0,1,0,1
Peter kantr,M,34,Slovakia,Canoeing,2016,0,1,0,1
Bent nund Ramsfjell,M,34,Norway,Curling,2002,0,1,0,1
Nicola Spirig Hug,F,34,Switzerland,Triathlon,2016,0,0,1,1
Michal Yves Robert Guigou,M,34,France,Handball,2016,0,0,1,1
Song Jin-U,M,34,South Korea,Baseball,2000,1,0,0,1
Daniel Deuer,M,34,Germany,Equestrianism,2016,1,0,0,1
Mrcio Henrique Barroso Arajo,M,34,Brazil-1,Beach Volleyball,2008,0,0,1,1
"Luciana Paula ""Lucha"" Aymar",F,34,Argentina,Hockey,2012,0,0,1,1
Carlos Coloma Nicols,M,34,Spain,Cycling,2016,1,0,0,1
"Deborah Kathleen ""Debbie"" Watson",F,34,Australia,Water Polo,2000,0,1,0,1
Mvlud Mirliyev,M,34,Azerbaijan,Judo,2008,1,0,0,1
Dawn Michelle Staley,F,34,United States,Basketball,2004,0,1,0,1
Novlene Hilaire Williams-Mills,F,34,Jamaica,Athletics,2016,0,0,1,1
Manfred Kurzer,M,34,Germany,Shooting,2004,0,1,0,1
Misty Erie May-Treanor,F,34,United States-1,Beach Volleyball,2012,0,1,0,1
Shawn Joseph Rojeski,M,34,United States,Curling,2006,1,0,0,1
Sophie Dodmont,F,34,France,Archery,2008,1,0,0,1
Carmela Allucci,F,34,Italy,Water Polo,2004,0,1,0,1
Erik Mattias Andersson,M,34,Sweden,Handball,2012,0,0,1,1
"Monika Weber-Koszto (-Schreck, -Clasen)",F,34,Germany,Fencing,2000,1,0,0,1
"David Wayne ""Dave"" Nilsson",M,34,Australia,Baseball,2004,0,0,1,1
Melissa Palma Julie Tancredi,F,34,Canada,Football,2016,1,0,0,1
Nikolaj Pealov,M,34,Croatia,Weightlifting,2004,1,0,0,1
David Cameron Lee,M,34,United States,Volleyball,2016,1,0,0,1
Rhian Emilie Wilkinson,F,34,Canada,Football,2016,1,0,0,1
Eric Gordon Murray,M,34,New Zealand,Rowing,2016,0,1,0,1
Simon Olof Karl Aspelin,M,34,Sweden-2,Tennis,2008,0,0,1,1
Richard Hounslow,M,34,Great Britain,Canoeing,2016,0,0,1,1
Daina Gudzineviit,F,34,Lithuania,Shooting,2000,0,1,0,1
"Robert Charles ""Bob"" Bryan",M,34,United States-1,Tennis,2012,0,1,0,1
Mirjam Ott,F,34,Switzerland,Curling,2006,0,0,1,1
Michael Jung,M,34,Germany,Equestrianism,2016,0,1,1,2
Michael Reese Hoffa,M,34,United States,Athletics,2012,1,0,0,1
Pierre Roger Valdemar Thorsson,M,34,Sweden,Handball,2000,0,0,1,1
Dmitry Ivanovich Sautin,M,34,Russia,Diving,2008,0,0,1,1
Oswald Haselrieder,M,34,Italy-1,Luge,2006,1,0,0,1
Marco Bracci,M,34,Italy,Volleyball,2000,1,0,0,1
Erik Vlek,M,34,Slovakia,Canoeing,2016,0,0,1,1
Margaret Morton,F,34,Great Britain,Curling,2002,0,1,0,1
Maria Magdalena Wallin-Forsberg,F,34,Sweden,Biathlon,2002,2,0,0,2
Panagiotis Mantis,M,34,Greece,Sailing,2016,1,0,0,1
Pia Carina Hansen (Larsson-),F,34,Sweden,Shooting,2000,0,1,0,1
"Michael Carl ""Mike"" Bryan",M,34,United States-1,Tennis,2012,1,1,0,2
Dirk Schrade,M,34,Germany,Equestrianism,2012,0,1,0,1
Robin Szolkowy,M,34,Germany-1,Figure Skating,2014,1,0,0,1
Oleksandr Sviatoslavovych Petriv,M,34,Ukraine,Shooting,2008,0,1,0,1
Britta Oppelt,F,34,Germany,Rowing,2012,0,0,1,1
Curtis Shayne Joseph,M,34,Canada,Ice Hockey,2002,0,1,0,1
Diana Lurena Taurasi,F,34,United States,Basketball,2016,0,1,0,1
Milica Dabovi,F,34,Serbia,Basketball,2016,1,0,0,1
Manuela Lutze,F,34,Germany,Rowing,2008,1,0,0,1
"Elsa Katrine ""Trine"" Solberg-Hattestad",F,34,Norway,Athletics,2000,0,1,0,1
Caroline Ouellette,F,34,Canada,Ice Hockey,2014,0,1,0,1
Rajyavardhan Singh Rathore,M,34,India,Shooting,2004,0,0,1,1
Mara Magdalena Aicega Amicarelli,F,34,Argentina,Hockey,2008,1,0,0,1
Mara Quintanal Zubizarreta,F,34,Spain,Shooting,2004,0,0,1,1
Marc Lpez i Tarrs,M,34,Spain-2,Tennis,2016,0,1,0,1
Roberto Luongo,M,34,Canada,Ice Hockey,2014,0,1,0,1
Dilshod Nazarov,M,34,Tajikistan,Athletics,2016,0,1,0,1
Diederik Rudolf Simon,M,34,Netherlands,Rowing,2004,0,0,1,1
"Elizabeth Louise ""Beth"" Storry",F,34,Great Britain,Hockey,2012,1,0,0,1
Olga Valeryevna Pylyova-Medvedtseva (Zamorozova-),F,34,Russia,Biathlon,2010,0,1,0,1
Olena Arkadivna Cherevatova (-Derevenko),F,34,Ukraine,Canoeing,2004,1,0,0,1
Jefferson Leonardo Prez Quezada,M,34,Ecuador,Athletics,2008,0,0,1,1
Jrg Ahmann,M,34,Germany-1,Beach Volleyball,2000,1,0,0,1
Jelena Nikoli,F,34,Serbia,Volleyball,2016,0,0,1,1
Adriana Ramos Samuel,F,34,Brazil-2,Beach Volleyball,2000,1,0,0,1
Valter Matoevi,M,34,Croatia,Handball,2004,0,1,0,1
Valter Molea,M,34,Italy,Rowing,2000,0,0,1,1
Ioana Olteanu (Clin-),F,34,Romania,Rowing,2000,0,1,0,1
Josip Pavi,M,34,Croatia,Water Polo,2016,0,0,1,1
Anderson de Oliveira Rodrigues,M,34,Brazil,Volleyball,2008,0,0,1,1
Jennie Idell Reed (-Madden),F,34,United States,Cycling,2012,0,0,1,1
Geraldine Anne Heaney,F,34,Canada,Ice Hockey,2002,0,1,0,1
Jearl Atawa Miles-Clark,F,34,United States,Athletics,2000,0,1,0,1
Irina Vasilyevna Yatchenko,F,34,Belarus,Athletics,2000,1,0,0,1
Yolanda Yvette Griffith,F,34,United States,Basketball,2004,0,1,0,1
Aleksey Nikolayevich Voyevodin,M,34,Russia,Athletics,2004,1,0,0,1
Andrea Giani,M,34,Italy,Volleyball,2004,0,0,1,1
Juan Ignacio Gilardi,M,34,Argentina,Hockey,2016,0,1,0,1
Andrea Gardini,M,34,Italy,Volleyball,2000,1,0,0,1
Yoshie Takeshita (-Egusa),F,34,Japan,Volleyball,2012,1,0,0,1
Heather Blaine Mitts (-Feeley),F,34,United States,Football,2012,0,1,0,1
Valentina Turisini,F,34,Italy,Shooting,2004,0,0,1,1
Heather Petri,F,34,United States,Water Polo,2012,0,1,0,1
"Jennifer Anne ""Jen"" Kessy",F,34,United States-2,Beach Volleyball,2012,0,0,1,1
Konstantin Anatolyevich Ushakov,M,34,Russia,Volleyball,2004,1,0,0,1
Kristen Skjeldal,M,34,Norway,CrossCountry Skiing,2002,1,1,0,2
Agostino Abbagnale,M,34,Italy,Rowing,2000,0,1,0,1
Francisco Javier Bosma Mnguez,M,34,Spain,Beach Volleyball,2004,0,0,1,1
Veronica Angella Campbell-Brown,F,34,Jamaica,Athletics,2016,0,0,1,1
