Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Population,Average Cost,Expenditure,Average Faculty Salary,Median Debt,Median Family Income,Median Earnings
Arkansas Tech University,Public,Southeast,Remote Town,85,22,1008,8734,16126,4550,6096,10043,31932,30600
Franklin Pierce University,Private,New England,Fringe Rural,85,19,975,1664,44410,7615,5299,15289,68287,33700
Missouri State University-Springfield,Public,Great Plains,Mid-size City,85,24,1090,15746,19117,6697,7135,15000,57869.5,34100
New Mexico State University-Main Campus,Public,Southwest,Mid-size Suburb,85,21,982,12886,17290,8494,7954,11147,26390.5,30200
Pennsylvania State University-Penn State Altoona,Public,Mid Atlantic,Small City,85,21,990,3779,27591,4661,7264,21500,70439.5,43400
Regent University,Private,Southeast,Large City,85,22,1067,2286,26825,8194,7404,18500,35970,39500
Shenandoah University,Private,Southeast,Small City,85,23,1016,1859,41369,8657,7367,20000,71304,38100
Southeast Missouri State University,Public,Great Plains,Small City,85,23,1049,9382,17093,6354,6747,14000,47781,32500
University of Mary Hardin-Baylor,Private,Southwest,Small Suburb,85,24,1069,3006,35000,8331,7197,16500,57382,38000
University of Nebraska at Kearney,Public,Great Plains,Remote Town,85,23,1049,5247,19212,7552,7013,13496.5,55165.5,36000
University of Nevada-Las Vegas,Public,Far West,Mid-size City,85,22,1003,22742,17478,8741,9986,12608,36398.5,38800
University of Pittsburgh-Bradford,Public,Mid Atlantic,Remote Town,85,21,973,1456,23732,8308,7007,22000,71893,45600
University of Puget Sound,Private,Far West,Mid-size City,85,28,1233,2542,53785,17749,9228,20789,84173.5,41400
University of Washington-Tacoma Campus,Public,Far West,Mid-size City,85,20,963,3587,22185,5763,8510,14793.5,38703,48300
University of Wisconsin-Green Bay,Public,Great Lakes,Mid-size City,85,23,1070,5765,16878,5901,6407,14549,67408,36100
University of Wisconsin-Whitewater,Public,Great Lakes,Distant Town,85,22,1030,10438,16107,5681,7073,18681,73639,38200
Utica College,Private,Mid Atlantic,Small City,85,21,946,2831,44394,8035,7905,18000,55077,37600
West Virginia University,Public,Southeast,Small City,85,24,1062,22130,16898,11544,9237,14625,69116,38700
Austin Peay State University,Public,Southeast,Mid-size City,86,22,1009,9271,18852,6847,6879,15000,30942,31700
Columbus College of Art and Design,Private,Great Lakes,Large City,86,22,1035,1277,39478,9500,6470,26945,63255,27300
East Tennessee State University,Public,Southeast,Small City,86,22,1026,11399,22485,12462,6711,14250,36276,30900
Inter American University of Puerto Rico-Aguadilla,Private,Outlying Areas,Large Suburb,86,0,0,4203,10896,2490,4427,7250,13417.5,17500
Mount Saint Mary College,Private,Mid Atlantic,Large Suburb,86,22,1006,2155,38808,7429,8458,20910,69110,43700
Pacific University,Private,Far West,Large Suburb,86,24,1102,1729,47922,11413,7478,20758.5,66418,37200
Saint Mary's College,Private,Great Lakes,Large Suburb,86,26,1141,1470,45920,14363,6258,26814,103102,41800
South Dakota School of Mines and Technology,Public,Great Plains,Small City,86,26,1183,2194,20234,10035,8892,14875,57505.5,48600
Texas Woman's University,Public,Southwest,Mid-size City,86,20,953,9220,16345,6445,7511,14385,36226,41900
University of New England,Private,New England,Mid-size Suburb,86,24,1057,2179,47931,9692,7900,20955,74608,44200
University of South Alabama,Public,Southeast,Mid-size City,86,23,1064,11048,17125,10325,7212,15000,30958,34400
University of St Thomas,Private,Great Plains,Large City,86,26,1165,6246,48421,12539,9892,22250,96397,48100
University of Wisconsin-Milwaukee,Public,Great Lakes,Large City,86,22,1030,21747,21203,8301,8037,17459,66757,38100
Baker University,Private,Great Plains,Fringe Town,87,24,1086,1759,37485,4981,5758,21353,60418,45500
Edinboro University of Pennsylvania,Public,Mid Atlantic,Fringe Town,87,20,930,5756,19886,8518,8925,18750,51587,30900
LIU Brooklyn,Private,Mid Atlantic,Large City,87,20,921,4905,42712,11583,9917,18325.5,15328,42100
Loyola University New Orleans,Private,Southeast,Large City,87,25,1143,2910,46676,11302,8612,18500,72625,40500
Nicholls State University,Public,Southeast,Small City,87,22,1030,5682,16071,5318,5785,11555,32069.5,32500
Notre Dame de Namur University,Private,Far West,Large Suburb,87,20,972,1209,47115,6654,8084,18750,55277,47500
Saint Cloud State University,Public,Great Plains,Small City,87,22,1010,11535,17892,6521,8224,15348,66431,38700
Universidad Adventista de las Antillas,Private,Outlying Areas,Mid-size Suburb,87,0,0,1261,13059,2955,3092,7075,17122.5,17900
University of Alabama at Birmingham,Public,Southeast,Mid-size City,87,25,1146,11200,19990,17208,10170,16250,34909,37200
University of Montevallo,Public,Southeast,Large Suburb,87,23,1070,2610,20209,7719,7035,15872,48019,30400
University of Wisconsin-River Falls,Public,Great Lakes,Distant Town,87,22,1030,5506,16682,6329,7066,18225,75121,36000
College of Mount St Joseph,Private,Great Lakes,Large Suburb,88,22,989,1655,31989,7201,6401,22062.5,62912,37500
Felician College,Private,Mid Atlantic,Large Suburb,88,19,877,1618,41750,8805,6612,20834,48610,39800
Fort Lewis College,Public,Rocky Mountains,Remote Town,88,23,1049,3859,19565,6117,7028,10500,47128,30300
Keuka College,Private,Mid Atlantic,Distant Town,88,0,0,1830,42008,7308,6373,21825,56190,38500
Lock Haven University,Public,Mid Atlantic,Distant Town,88,20,937,4783,19145,7365,9142,18162,61119,36700
Mary Baldwin College,Private,Southeast,Small City,88,22,959,1307,39432,8325,6471,18750,51999,35700
Saint Martin's University,Private,Far West,Mid-size Suburb,88,22,1057,1299,40458,7281,6350,19843,43484,40200
Simpson College,Private,Great Plains,Fringe Town,88,24,1105,1687,40186,7720,6312,22500,71500,40400
Taylor University,Private,Great Lakes,Distant Town,88,28,1214,1873,38845,9780,6365,20500,71404,32800
Texas A & M University-Kingsville,Public,Southwest,Distant Town,88,19,895,9400,19721,6081,7392,14695,26861.5,36400
Thomas More College,Private,Southeast,Large Suburb,88,23,1033,1208,36843,6156,6325,19500,66017.5,41800
University of Colorado Boulder,Public,Rocky Mountains,Small City,88,27,1192,25461,27854,13949,10298,15000,73526,41600
University of South Dakota,Public,Great Plains,Distant Town,88,24,1090,6449,18843,8747,7200,15463,53346,35900
Western Oregon University,Public,Far West,Fringe Town,88,0,950,5142,21732,7531,6100,17500,53889,34000
Black Hills State University,Public,Great Plains,Distant Town,89,21,993,3156,15906,5627,6666,13575,45782.5,31700
Bloomsburg University of Pennsylvania,Public,Mid Atlantic,Small City,89,21,990,9245,21732,8108,8655,18750,72266.5,39500
Delta State University,Public,Southeast,Remote Town,89,20,950,2638,17749,7987,5908,12500,25297.5,32000
Fort Hays State University,Public,Great Plains,Remote Town,89,21,990,11064,15395,5150,6488,11606,48317,34800
MCPHS University,Private,New England,Large City,89,24,1094,3808,43966,9840,8066,25000,61624,113100
Minnesota State University-Moorhead,Public,Great Plains,Mid-size Suburb,89,23,1049,5912,18028,6745,7781,15772,64384,34500
Montana Tech of the University of Montana,Public,Rocky Mountains,Remote Town,89,24,1115,1825,16434,9014,6354,11117,33463,36000
Quincy University,Private,Great Lakes,Remote Town,89,23,1048,1166,36948,5006,5436,14000,61719.5,33500
Rivier University,Private,New England,Small City,89,19,932,1524,39525,7573,6599,21000,77445,40700
Universidad Politecnica de Puerto Rico,Private,Outlying Areas,Large City,89,0,0,3840,19369,3434,3829,11000,21569,23400
University of Wisconsin-Stout,Public,Great Lakes,Distant Town,89,22,1030,8094,18192,7292,6504,18015,74284.5,39800
University of Wisconsin-Superior,Public,Great Lakes,Mid-size Suburb,89,22,1010,2415,16953,8392,6307,14616.5,45359,30900
Wittenberg University,Private,Great Lakes,Small City,89,24,1119,1891,50728,11044,7093,21758,89184,37000
Alabama A & M University,Public,Southeast,Mid-size City,90,17,823,4051,18888,7459,7079,19500,29039,27000
Indiana University of Pennsylvania-Main Campus,Public,Mid Atlantic,Distant Town,90,20,973,12405,22936,8479,9088,20500,63430,35300
New England College,Private,New England,Distant Rural,90,0,0,1465,46261,5347,6008,9746,72232.5,31200
Notre Dame College,Private,Great Lakes,Large Suburb,90,20,943,1792,36250,5431,4881,12750,47506,39400
Southwest Baptist University,Private,Great Plains,Distant Town,90,23,1062,2515,28948,5310,5605,14250,45779.5,30300
Southwestern College,Private,Great Plains,Distant Town,90,23,1036,1332,36472,5122,5689,19192,52868,42500
Southwestern Oklahoma State University,Public,Southwest,Remote Town,90,21,990,3985,16660,7391,6233,10500,35512,35200
Trinity Christian College,Private,Great Lakes,Large Suburb,90,23,1053,1191,33611,10993,6506,21411,70413,37800
University of Central Arkansas,Public,Southeast,Small City,90,23,1070,9261,17899,6851,6434,11864,39480,33300
University of Dallas,Private,Southwest,Mid-size City,90,27,1216,1374,47437,9425,7217,17625,86001,38600
University of Pittsburgh-Johnstown,Public,Mid Atlantic,Small Suburb,90,22,1021,2837,23709,5859,6624,22000,71893,45600
Centenary College,Private,Mid Atlantic,Large Suburb,91,21,956,1708,44586,5408,6656,19837.5,64948,38300
Columbia College-Chicago,Private,Great Lakes,Large City,91,0,0,9577,37546,12807,7978,20000,58289.5,29100
Concordia University-Irvine,Private,Far West,Mid-size City,91,23,1020,1916,41233,5628,7044,18112,71434,38000
Everglades University,Private,Southeast,Small City,91,0,0,1184,27322,3681,2635,27332,31989,41000
Houghton College,Private,Mid Atlantic,Remote Rural,91,25,1113,1047,38352,10107,4007,19000,62241.5,35800
Loyola University Chicago,Private,Great Lakes,Large City,91,27,1195,9931,47727,11462,9432,22934,67583.5,45500
Northern Arizona University,Public,Southwest,Small City,91,23,1050,22011,22771,6893,7863,15000,43127,36200
The College of Idaho,Private,Rocky Mountains,Mid-size Suburb,91,24,1070,1086,34555,7465,5969,20000,65590,34900
University of Colorado Colorado Springs,Public,Rocky Mountains,Large City,91,23,1068,8888,16707,6820,7285,12500,48420,37300
University of Toledo,Public,Great Lakes,Large City,91,22,1031,15440,21263,12173,8426,14500,57163,37600
Castleton State College,Public,New England,Distant Town,92,20,954,2022,20799,7411,6175,18625,69241,31200
Davenport University,Private,Great Lakes,Large Suburb,92,0,0,7119,25439,4703,6090,19000,26029,26800
Freed-Hardeman University,Private,Southeast,Distant Town,92,24,1098,1290,32814,6339,6154,19125,64443,33700
Iona College,Private,Mid Atlantic,Large Suburb,92,22,1009,3166,44623,8271,9082,21000,79521,45400
Lake Superior State University,Public,Great Lakes,Remote Town,92,23,1050,2299,19571,7640,6061,16563,48687,32600
Lee University,Private,Southeast,Small City,92,24,1094,4143,23554,5177,5605,17686.5,54410,30000
Linfield College-McMinnville Campus,Private,Far West,Distant Town,92,24,1090,1641,45708,13664,7064,22697,65697,47900
Mansfield University of Pennsylvania,Public,Mid Atlantic,Distant Town,92,21,964,2640,21432,9280,9064,19000,53497,34600
South Dakota State University,Public,Great Plains,Remote Town,92,23,1050,10048,18547,7415,7451,15269,63089,38200
University of Kansas,Public,Great Plains,Small City,92,25,1145,18731,21971,16874,9694,14799,72937,41600
University of Puerto Rico-Aguadilla,Public,Outlying Areas,Large Suburb,92,0,1038,2886,8055,5668,5170,5000,22433.5,0
Western Kentucky University,Public,Southeast,Small City,92,22,1009,15780,16538,7807,6983,15000,42198.5,30800
California University of Pennsylvania,Public,Mid Atlantic,Small Suburb,93,19,964,6393,23081,6990,9416,19168,60595,35200
Clarion University of Pennsylvania,Public,Mid Atlantic,Remote Town,93,0,915,5046,20478,7848,9448,19000,57055.5,33100
Northern State University,Public,Great Plains,Remote Town,93,22,1030,1758,17334,6723,6801,12821,48591.5,30300
Schreiner University,Private,Southwest,Remote Town,93,22,995,1051,33631,6482,5712,14250,39382,34700
Tennessee Technological University,Public,Southeast,Remote Town,93,23,1071,9827,19900,6916,7551,11000,45109,34400
Texas A & M University-Corpus Christi,Public,Southwest,Large City,93,20,960,9137,17782,6107,7505,13500,36327,37800
University of Pittsburgh-Greensburg,Public,Mid Atlantic,Large Suburb,93,22,1017,1677,23343,5416,6552,22000,71893,45600
University of the Incarnate Word,Private,Southwest,Large City,93,21,967,6346,34487,6728,7616,19500,41999,41600
Virginia Wesleyan College,Private,Southeast,Large City,93,21,1021,1436,41010,9280,7466,12500,71035,35900
Walla Walla University,Private,Far West,Small Suburb,93,24,1072,1646,34747,10596,4638,22000,55205,40900
Western State Colorado University,Public,Rocky Mountains,Remote Town,93,22,1005,1956,18875,7812,6173,12000,60062.5,30100
Colorado State University-Pueblo,Public,Rocky Mountains,Mid-size City,94,21,967,4375,18007,5368,6619,12061,38635,33700
Marygrove College,Private,Great Lakes,Large City,94,16,780,1041,25733,8504,6431,16750,20826,25300
Southern Wesleyan University,Private,Southeast,Large Suburb,94,19,916,1314,31054,6353,5258,23375,43811,36800
The University of Montana,Public,Rocky Mountains,Small City,94,24,1090,11630,17440,7041,9948,15259.5,36634,30900
Bellarmine University,Private,Southeast,Large City,95,25,1116,2508,47609,8456,7580,19500,68519,42700
Bethel University,Private,Great Plains,Large Suburb,95,25,1144,3178,42692,9233,7577,20500,82520,41100
Carlow University,Private,Mid Atlantic,Large City,95,20,946,1496,35640,7197,6870,21500,47364,35500
Grand View University,Private,Great Plains,Mid-size City,95,21,979,2079,31761,6141,6421,18500,54502,38900
Indiana Wesleyan University,Private,Great Lakes,Distant Town,95,24,1083,10625,33770,3954,6853,21500,61954.5,45100
Lubbock Christian University,Private,Southwest,Mid-size City,95,22,1010,1466,28493,6054,5878,18500,49495,35800
North Central University,Private,Great Plains,Large City,95,23,1044,1106,28800,5608,7177,19500,60825,28700
University of Houston-Downtown,Public,Southwest,Large City,95,19,894,13297,18879,4306,7279,13000,24928.5,38500
Virginia State University,Public,Southeast,Large Suburb,95,17,811,5023,20075,8275,7414,17000,39006,29600
Kansas State University,Public,Great Plains,Small City,96,0,0,19647,20140,10423,8154,17000,66719,39600
Park University,Private,Great Plains,Large Suburb,96,0,0,9723,21351,3658,6110,13500,34549,43600
Saint Ambrose University,Private,Great Plains,Mid-size City,96,23,1050,2716,38189,8935,6754,20500,72155,40500
Transylvania University,Private,Southeast,Large City,96,27,1213,1081,41374,9869,8282,25000,82262,36800
University of Akron Main Campus,Public,Great Lakes,Mid-size City,96,22,1016,19022,21338,8567,9209,15000,42489,31800
University of Wisconsin-Platteville,Public,Great Lakes,Distant Town,96,23,1050,7740,16824,5363,6252,15750,69457,40600
University of Wyoming,Public,Rocky Mountains,Remote Town,96,25,1123,9969,17652,13902,8810,12511.5,51123,42000
Wichita State University,Public,Great Plains,Large City,96,24,1089,11198,14764,6594,7568,15250,41686,36400
Huntington University,Private,Great Lakes,Distant Town,97,24,1054,1030,34764,8241,5945,21875,72496.5,31900
Johnson State College,Public,New England,Distant Rural,97,19,948,1433,20404,8333,6661,18000,43579,28000
Missouri Southern State University,Public,Great Plains,Small City,97,21,990,5132,14143,5819,6592,11500,32426,30500
Northwest University,Private,Far West,Large Suburb,97,24,1079,1354,34608,6881,6395,14000,56863,35700
Nyack College,Private,Mid Atlantic,Large Suburb,97,20,915,1818,34586,7721,6525,15750,44111,39200
Ohio Christian University,Private,Great Lakes,Distant Town,97,20,939,3155,33077,4377,1476,10035,35443,29400
The Evergreen State College,Public,Far West,Mid-size Suburb,97,24,1081,4017,21433,8580,7679,14830,26490,28900
University of Sioux Falls,Private,Great Plains,Mid-size City,97,23,1064,1075,33909,6852,6075,16749,62665.5,34800
Utah State University,Public,Rocky Mountains,Small City,97,24,1087,20775,16020,8255,8206,8750,29227,37300
Colorado Christian University,Private,Rocky Mountains,Mid-size City,98,0,0,3614,36956,4938,5817,9500,54471,35600
East Central University,Public,Southwest,Remote Town,98,21,969,3757,13735,7061,5225,12449,27762,33100
Michigan Jewish Institute,Private,Great Lakes,Large Suburb,98,0,0,1642,15022,10570,3433,0,27033,16900
University of the Virgin Islands,Public,Outlying Areas,Remote Town,98,17,807,2023,16261,9197,7213,7307.5,25917,30300
Embry-Riddle Aeronautical University-Worldwide,Private,Southeast,Small City,99,0,0,9689,20932,4047,5326,16500,52839,53800
Lyndon State College,Public,New England,Remote Town,99,20,930,1363,19178,7553,6254,14200,56155,29700
National Louis University,Private,Great Lakes,Large City,99,0,0,1393,30180,5779,6104,16378,33876.5,40700
Wayland Baptist University,Private,Southwest,Remote Town,99,20,940,4246,21543,6559,4845,12500,36554.5,37400
Brigham Young University-Idaho,Private,Rocky Mountains,Distant Town,100,23,1036,20208,10438,4198,8206,7725,31581,33800
College of Staten Island CUNY,Public,Mid Atlantic,Large City,100,0,1000,12974,14298,7802,7198,9000,27650,35200
Lewis-Clark State College,Public,Rocky Mountains,Small City,100,20,936,3161,16184,6049,5512,12500,30202,29700
Metropolitan State University,Public,Great Plains,Large City,100,0,0,7322,18170,4316,8129,15250,34503,42200
Montana State University-Northern,Public,Rocky Mountains,Remote Town,100,20,925,1250,17290,7935,5164,10500,30602,32400
The University of Texas at El Paso,Public,Southwest,Large City,100,20,923,19527,15272,6854,8167,12500,22907,34300
University of Pikeville,Private,Southeast,Remote Town,100,19,909,1313,31005,6567,5588,9500,24191,28000
University of West Alabama,Public,Southeast,Remote Rural,100,20,950,1988,17959,8898,6408,13500,23735,32200
